label,sentence
1,Thought it would be fun to have one after reading the reviews. My alarm clock went south and I was shopping for a new one. Echo is a GR8 alarm clock GR8 timer + all the other amazing things it can do. It's just fun!! I have 2 Echos and 1 Echo Dot when I say play everywhere the whole house is full of music of my choice!
1,"This is a great inexpensive disposable tablet. It does run on Amazon's Fire OS which is based on android and designed for Amazon's app store. Technically you can side load it with other Android apps to get around some of the restrictions/limitations should you desire. If you are a big Amazon Prime fan (often using Amazon video/music, doing Amazon shopping), or need an inexpensive yet still very functional tablet then just get it. For the price, you can't beat it. If you are expecting a big major functioning tablet that uses the Google Play store or is comparable to an Apple iPad that is 6x the price, then this is not for you but you won't find that in this price range."
1,I cannot wait to link my house to this device. I'm only using the factory settings and am thoroughly impressed.
1,Nice
0,"The Kindle is a great tablet for minor tasks and games or for a child. I haven't had it long, but I'm able to use it for what I bought it for, e-books for school."
1,A fast and good quality tablet for the money that you spend.
1,pros - light compact bright fast response from touch screencons- hard to navigate. I use my old kindle with buttons to browse. This kindle can be frustratingwith its overly sensitive touch screen.Overall a very good reader but no need to purchase if happy with paperwhite versions. For someone new to kindle it is worth the price as long as have another electronic device to browse the kindle site.
1,"I really like the fire tv box. This was recommended to me by an Amazon sales rep stocking the store. My favorite part about it is that it plays 4K uhd video! Very fast and smooth, and actually takes advantage of the AC side of these new routers! Much better than using the apps built in to the tv!"
1,"Excellent value, lets me lug all my favorite books around and read whenever. Wouldn't be without it."
1,Both love this tablet and the numerous educational apps available that I bought one for each
1,The fire tv is worth every penny. I have not had any issues with my device
1,"I have both Google Home and Amazon Echo. I also have a Harmony Hub and several smart home devices. I love the smart home integration and once you activate lights and your entertainment center with your voice, good luck going back. For now, the Echo has better integration with my smart home, but once Google Home catches up, I will be switching to Google for the sole reason I subscribe to Google Play Music.But to be honest all of these devices have limited uses and the ""fun"" or ""cool"" appeal wears off soon. It's fun to ask Alexa questions or ask her to tell you a joke, but that gets old quick. It's also cool to order something from Amazon, but I rarely do so because I like to look at what I'm ordering. The sound quality is passable for a small speaker. I prefer to send music to my receiver through other means (i.e. Google Home and Chromecast Audio). At the end of the day, it's a fun device to have that provides some useful ""skills"" (ordering Dominos is cool, but I've only done it once) and games (I like Jeopardy) but it's true usefulness is its ability to be the voice hub for your smart home, if you're interested in having one..."
1,Needed an inexpensive and portable Alexa device and this works perfectly.
1,"I love controlling my Phillips Hue lighting, and the music on demand is awsome."
